,Vtot,Vcap,V,dVtot,dVcap,dV,theta,M,Date,Close,Signal
0,200000.04761904763,10000.0,190000.0,0.0,0.04761904761904762,0.0,0.0,0.0,2014-01-02,30.05500030517578,0
1,200001.00000022678,10000.952381179139,190000.0,0.9523811791383222,0.9523811791383222,-0.0,0.0,0.0,2014-01-03,30.03499984741211,0
2,200001.95238594105,10001.904766893425,190000.0,0.9523857142867943,0.9523857142867943,0.0,0.0,0.0,2014-01-06,30.15999984741211,0
3,200002.78572740933,10002.7381083617,190000.0,0.8333414682747544,0.8333414682747544,0.0,0.0,0.0,2014-01-07,30.260000228881836,0
4,200003.61907234986,10003.571453302231,190000.0,0.8333449405308723,0.8333449405308723,-0.0,0.0,0.0,2014-01-08,30.149999618530273,0
5,200004.45242076265,10004.404801715033,190000.0,0.8333484128014578,0.8333484128014578,0.0,0.0,0.0,2014-01-09,30.325000762939453,0
6,200005.28577264774,10005.23815360012,190000.0,0.8333518850865111,0.8333518850865111,0.0,0.0,0.0,2014-01-10,30.690000534057617,0
7,200006.1191280051,10006.071508957506,190000.0,0.8333553573860323,0.8333553573860323,0.0,0.0,0.0,2014-01-13,30.795000076293945,0
8,200006.9524868348,10006.904867787205,190000.0,0.8333588297000214,0.8333588297000214,-0.0,0.0,0.0,2014-01-14,30.69499969482422,0
9,200007.78584913682,10007.738230089233,190000.0,0.8333623020284784,0.8333623020284784,-0.0,0.0,0.0,2014-01-15,30.665000915527344,0
10,200008.6192149112,10008.571595863605,190000.0,0.8333657743714035,0.8333657743714035,0.0,0.0,0.0,2014-01-16,30.815000534057617,0
11,200009.45258415793,10009.404965110334,190000.0,0.8333692467287966,0.8333692467287966,0.0,0.0,0.0,2014-01-17,30.950000762939453,0
12,200010.28595687702,10010.238337829434,190000.0,0.8333727191006581,0.8333727191006581,0.0,0.0,0.0,2014-01-21,30.985000610351562,0
13,200011.11933306852,10011.071714020922,190000.0,0.8333761914869876,0.8333761914869876,-0.0,0.0,0.0,2014-01-22,30.915000915527344,0
14,200011.9527127324,10011.905093684809,190000.0,0.8333796638877855,0.8333796638877855,0.0,0.0,0.0,2014-01-23,31.280000686645508,0
15,200012.7860958687,10012.738476821112,190000.0,0.8333831363030517,0.8333831363030517,0.0,0.0,0.0,2014-01-24,31.469999313354492,0
16,200013.61948247743,10013.571863429845,190000.0,0.8333866087327864,0.8333866087327864,-0.0,0.0,0.0,2014-01-27,31.274999618530273,0
17,200014.4528725586,10014.405253511022,190000.0,0.8333900811769893,0.8333900811769893,0.0,0.0,0.0,2014-01-28,31.344999313354492,0
18,200015.28626611223,10015.238647064658,190000.0,0.8333935536356609,0.8333935536356609,0.0,0.0,0.0,2014-01-29,31.59000015258789,0
19,200016.11966313835,10016.072044090766,190000.0,0.8333970261088011,0.8333970261088011,-0.0,0.0,0.0,2014-01-30,31.459999084472656,0
20,200016.95306363696,10016.905444589363,190000.0,0.8334004985964099,0.8334004985964099,0.0,0.0,0.0,2014-01-31,31.709999084472656,0
21,200017.78646760806,10017.738848560462,190000.0,0.8334039710984874,0.8334039710984874,0.0,0.0,0.0,2014-02-03,31.979999542236328,0
22,200018.6198750517,10018.572256004078,190000.0,0.8334074436150336,0.8334074436150336,-0.0,0.0,0.0,2014-02-04,31.709999084472656,0
23,200019.45328596784,10019.405666920224,190000.0,0.8334109161460488,0.8334109161460488,-0.0,0.0,0.0,2014-02-05,31.415000915527344,0
24,200020.28670035655,10020.239081308915,190000.0,0.8334143886915327,0.8334143886915327,-0.0,0.0,0.0,2014-02-06,31.299999237060547,0
25,200021.00105852334,10020.953439475703,190000.0,0.7143581667869876,0.7143581667869876,0.0,0.0,0.0,2014-02-07,31.325000762939453,0
26,200021.83447936107,10021.786860313447,190000.0,0.8334208377438473,0.8334208377438473,0.0,0.0,0.0,2014-02-10,31.389999389648438,0
27,200022.54884305564,10022.501224008016,190000.0,0.7143636945691467,0.7143636945691467,-0.0,0.0,0.0,2014-02-11,31.229999542236328,0
28,200023.3822703425,10023.334651294863,190000.0,0.8334272868460653,0.8334272868460653,-0.0,0.0,0.0,2014-02-12,31.065000534057617,0
